run_accession,secondary_study_accession,sample_accession,secondary_sample_accession,experiment_accession,study_accession,submission_accession,tax_id,scientific_name,instrument_platform,instrument_model,library_name,nominal_length,library_layout,library_strategy,library_source,library_selection,read_count,base_count,center_name,first_public,last_updated,experiment_title,study_title,study_alias,experiment_alias,run_alias,fastq_bytes,fastq_md5,fastq_ftp,fastq_aspera,fastq_galaxy,submitted_bytes,submitted_md5,submitted_ftp,submitted_aspera,submitted_galaxy,submitted_format,sra_bytes,sra_md5,sra_ftp,sra_aspera,sra_galaxy,sample_alias,broker_name,sample_title,nominal_sdev,first_created,IDENTIFIERS__PRIMARY_ID,IDENTIFIERS__SECONDARY_ID,IDENTIFIERS__EXTERNAL_ID__namespace,IDENTIFIERS__EXTERNAL_ID__text,IDENTIFIERS__SUBMITTER_ID__namespace,IDENTIFIERS__SUBMITTER_ID__text,SAMPLE_NAME__TAXON_ID,SAMPLE_NAME__SCIENTIFIC_NAME,SAMPLE_NAME__COMMON_NAME,TITLE,DESCRIPTION,strain,INSDC_secondary_accession,NCBI_submission_package,organism,sex,tissue,dev_stage,sample_type,BioSampleModel,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,age
SRR3998045,SRP080894,SAMN05450046,SRS1600168,SRX1998779,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M86,,PAIRED,AMPLICON,GENOMIC,PCR,13596,8023960,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M86,4A5S9_S293_L001_R2_001.fastq.gz,1313583;2286620,a3585f1d7a0f2992ea845dc4fe975ba8;70e0af16638d7258a95878f55d759a89,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998045/SRR3998045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998045/SRR3998045_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998045/SRR3998045_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998045/SRR3998045_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998045/SRR3998045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998045/SRR3998045_2.fastq.gz,,,,,,,4514156,ba89f5fd2be6d7a981e2d13a01659307,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998045,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3998045,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998045,M86,,4A5S9,,2017-12-01,SAMN05450046,SRS1600168,BioSample,SAMN05450046,SAHMRI,M86,10090,Mus musculus,house mouse,4A5S9,AF2,C57BL/6J,SRS1600168,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,AF2-mouse5,Model organism or animal,2017-09-28,2017-09-28,
SRR3998055,SRP080894,SAMN05450054,SRS1600177,SRX1998788,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M94,,PAIRED,AMPLICON,GENOMIC,PCR,12236,7231170,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M94,4B1S9_S301_L001_R2_001.fastq.gz,1185622;2101072,4430123560eea06ed9cb2c426255105d;16dd1c5b248de097d36081fd283096e0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998055/SRR3998055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998055/SRR3998055_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998055/SRR3998055_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998055/SRR3998055_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998055/SRR3998055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998055/SRR3998055_2.fastq.gz,,,,,,,4085278,35adbf3391e20068b5bb7cbc54a573e9,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998055,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3998055,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998055,M94,,4B1S9,,2017-12-01,SAMN05450054,SRS1600177,BioSample,SAMN05450054,SAHMRI,M94,10090,Mus musculus,house mouse,4B1S9,AF2,C57BL/6J,SRS1600177,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,AF2-mouse13,Model organism or animal,2017-09-28,2017-09-28,
SRR3997892,SRP080894,SAMN05506928,SRS1600040,SRX1998651,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV1_4w,,PAIRED,AMPLICON,GENOMIC,PCR,18905,11133893,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV1_4w,3E1S9_S241_L001_R2_001.fastq.gz,1631163;2991503,32146dc27b523802950e1a325f451188;62ddffd64a2c3e22c08ee176387f9fa2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997892/SRR3997892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997892/SRR3997892_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997892/SRR3997892_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997892/SRR3997892_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997892/SRR3997892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997892/SRR3997892_2.fastq.gz,,,,,,,6146225,2a7907132c42f88f374ba52da2ae236e,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997892,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3997892,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997892,MV1_4w,,3E1S9,,2017-12-01,SAMN05506928,SRS1600040,BioSample,SAMN05506928,SAHMRI,MV1_4w,10090,Mus musculus,house mouse,3E1S9,4w,C57BL/6J,SRS1600040,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,4w-mouse1,Model organism or animal,2017-09-28,2017-09-28,4wks
SRR3997898,SRP080894,SAMN05506934,SRS1600046,SRX1998657,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV7_4w,,PAIRED,AMPLICON,GENOMIC,PCR,21141,12417846,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV7_4w,3E7S9_S247_L001_R2_001.fastq.gz,1941536;3495767,2099b0cfa9b40f314d49bc08c1222d28;48dce1fa0e476d963be5609b5a06103e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997898/SRR3997898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997898/SRR3997898_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997898/SRR3997898_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997898/SRR3997898_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997898/SRR3997898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997898/SRR3997898_2.fastq.gz,,,,,,,6831797,dd9671b2e9b8d85f8891501b11d937cb,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997898,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/008/SRR3997898,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997898,MV7_4w,,3E7S9,,2017-12-01,SAMN05506934,SRS1600046,BioSample,SAMN05506934,SAHMRI,MV7_4w,10090,Mus musculus,house mouse,3E7S9,4w,C57BL/6J,SRS1600046,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,,4w-mouse7,Model organism or animal,2017-09-28,2017-09-28,4wks
SRR3997901,SRP080894,SAMN05506936,SRS1600050,SRX1998661,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV9_4w,,PAIRED,AMPLICON,GENOMIC,PCR,20553,12096624,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV9_4w,3E9S9_S249_L001_R1_001.fastq.gz,1902052;3371849,dc073f3574a7cd5c27057c33db985a45;137a17740808b284a88afd08c2a73e10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997901/SRR3997901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997901/SRR3997901_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997901/SRR3997901_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997901/SRR3997901_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997901/SRR3997901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997901/SRR3997901_2.fastq.gz,,,,,,,6659770,4b6c8a4ef23960d310199384f4669d3a,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997901,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3997901,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997901,MV9_4w,,3E9S9,,2017-12-01,SAMN05506936,SRS1600050,BioSample,SAMN05506936,SAHMRI,MV9_4w,10090,Mus musculus,house mouse,3E9S9,4w,C57BL/6J,SRS1600050,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,,4w-mouse9,Model organism or animal,2017-09-28,2017-09-28,4wks
SRR3997903,SRP080894,SAMN05506938,SRS1600052,SRX1998663,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV2_8w,,PAIRED,AMPLICON,GENOMIC,PCR,23867,14026872,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV2_8w,2C11S9_S131_L001_R1_001.fastq.gz,2132625;3882054,b56ca5ffbaa75027252d40e17aafb90a;9e589643af5eb8f229920056ff772544,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997903/SRR3997903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997903/SRR3997903_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997903/SRR3997903_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997903/SRR3997903_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997903/SRR3997903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997903/SRR3997903_2.fastq.gz,,,,,,,7682889,3fd22ee3e816872c0363cba52e362aae,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997903,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3997903,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997903,MV2_8w,,2C11S9,,2017-12-01,SAMN05506938,SRS1600052,BioSample,SAMN05506938,SAHMRI,MV2_8w,10090,Mus musculus,house mouse,2C11S9,8w,C57BL/6J,SRS1600052,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,8w-mouse2,Model organism or animal,2017-09-28,2017-09-28,8wks
SRR3997905,SRP080894,SAMN05506940,SRS1600054,SRX1998665,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV4_8w,,PAIRED,AMPLICON,GENOMIC,PCR,19729,11598656,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV4_8w,2D1S9_S133_L001_R2_001.fastq.gz,1893968;3289879,3385458c1f22202a449a16e12fa897b1;c79c5fbbf4cbc76fb550ce3772f66580,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997905/SRR3997905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997905/SRR3997905_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3997905/SRR3997905_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3997905/SRR3997905_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997905/SRR3997905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997905/SRR3997905_2.fastq.gz,,,,,,,6470731,fbbe299c8f04a1b032fe1b756d758eaa,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997905,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3997905,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997905,MV4_8w,,2D1S9,,2017-12-01,SAMN05506940,SRS1600054,BioSample,SAMN05506940,SAHMRI,MV4_8w,10090,Mus musculus,house mouse,2D1S9,8w,C57BL/6J,SRS1600054,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,8w-mouse4,Model organism or animal,2017-09-28,2017-09-28,8wks
SRR3997907,SRP080894,SAMN05506942,SRS1600056,SRX1998667,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV6_8w,,PAIRED,AMPLICON,GENOMIC,PCR,17327,10227409,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV6_8w,2D3S9_S135_L001_R1_001.fastq.gz,1734501;2901220,1f50662c6c1a01feb73b07bd2532c08f;127ff91aac75a52971baad5a1868d164,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997907/SRR3997907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997907/SRR3997907_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997907/SRR3997907_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997907/SRR3997907_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997907/SRR3997907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997907/SRR3997907_2.fastq.gz,,,,,,,5784719,123341bd9ef0ceae45cfd1e52526e903,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997907,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/007/SRR3997907,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997907,MV6_8w,,2D3S9,,2017-12-01,SAMN05506942,SRS1600056,BioSample,SAMN05506942,SAHMRI,MV6_8w,10090,Mus musculus,house mouse,2D3S9,8w,C57BL/6J,SRS1600056,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,,8w-mouse6,Model organism or animal,2017-09-28,2017-09-28,8wks
SRR3997910,SRP080894,SAMN05506944,SRS1600058,SRX1998669,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV9_8w,,PAIRED,AMPLICON,GENOMIC,PCR,20442,12070370,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV9_8w,2D6S9_S138_L001_R2_001.fastq.gz,1814632;3394160,3375abf35e8885949fcd0fd15b3ac6b2;e17835d372afd3b5e6b69acbd01adf0c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997910/SRR3997910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997910/SRR3997910_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997910/SRR3997910_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997910/SRR3997910_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997910/SRR3997910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997910/SRR3997910_2.fastq.gz,,,,,,,6729319,7db4dc03439c676c41cbeb73a7eaddab,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997910,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3997910,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997910,MV9_8w,,2D6S9,,2017-12-01,SAMN05506944,SRS1600058,BioSample,SAMN05506944,SAHMRI,MV9_8w,10090,Mus musculus,house mouse,2D6S9,8w,C57BL/6J,SRS1600058,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,,8w-mouse9,Model organism or animal,2017-09-28,2017-09-28,8wks
SRR3997911,SRP080894,SAMN05506945,SRS1600059,SRX1998670,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV1_16w,,PAIRED,AMPLICON,GENOMIC,PCR,14418,8447520,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV1_16w,1D5S12_S41_L001_R1_001.fastq.gz,1072916;1823798,0a2b99d0bb5cce9b05caf5a8a88a9b83;b67f94300e607409e9be6ae405df98c2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997911/SRR3997911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997911/SRR3997911_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997911/SRR3997911_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997911/SRR3997911_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997911/SRR3997911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997911/SRR3997911_2.fastq.gz,,,,,,,4107246,1ff06b29955042eebc68fbb8e2b0d212,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997911,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3997911,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997911,MV1_16w,,1D5S12,,2017-12-01,SAMN05506945,SRS1600059,BioSample,SAMN05506945,SAHMRI,MV1_16w,10090,Mus musculus,house mouse,1D5S12,16w,C57BL/6J,SRS1600059,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,16w-mouse1,Model organism or animal,2017-09-28,2017-09-28,16wks
SRR3997914,SRP080894,SAMN05506947,SRS1600062,SRX1998673,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV3_16w,,PAIRED,AMPLICON,GENOMIC,PCR,12749,7477848,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV3_16w,1D7S12_S43_L001_R2_001.fastq.gz,1011895;1672631,edf6a75120b7a01b533ed8cfaa1d50a7;5a8ded01aba4bffb06214a4807839894,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997914/SRR3997914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997914/SRR3997914_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997914/SRR3997914_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997914/SRR3997914_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997914/SRR3997914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997914/SRR3997914_2.fastq.gz,,,,,,,3719376,b5e244399b587526c41c3e626ba5c9bc,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997914,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3997914,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997914,MV3_16w,,1D7S12,,2017-12-01,SAMN05506947,SRS1600062,BioSample,SAMN05506947,SAHMRI,MV3_16w,10090,Mus musculus,house mouse,1D7S12,16w,C57BL/6J,SRS1600062,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,16w-mouse3,Model organism or animal,2017-09-28,2017-09-28,16wks
SRR3997919,SRP080894,SAMN05506952,SRS1600066,SRX1998678,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV9_16w,,PAIRED,AMPLICON,GENOMIC,PCR,12830,7507969,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV9_16w,1E1S12_S49_L001_R1_001.fastq.gz,982350;1672266,150466c2654209fc6a6f9ea0a9457398;c911c3a39cd3fa38da22443277776a1c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997919/SRR3997919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997919/SRR3997919_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997919/SRR3997919_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997919/SRR3997919_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997919/SRR3997919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997919/SRR3997919_2.fastq.gz,,,,,,,3720713,debc3bf7accbf3201875e8fae456723c,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997919,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3997919,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997919,MV9_16w,,1E1S12,,2017-12-01,SAMN05506952,SRS1600066,BioSample,SAMN05506952,SAHMRI,MV9_16w,10090,Mus musculus,house mouse,1E1S12,16w,C57BL/6J,SRS1600066,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,,16w-mouse9,Model organism or animal,2017-09-28,2017-09-28,16wks
SRR3997920,SRP080894,SAMN05449974,SRS1600068,SRX1998679,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M14,,PAIRED,AMPLICON,GENOMIC,PCR,10018,5953264,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M14,1B3S7_S15_L001_R1_001.fastq.gz,1153214;1919462,3d587c85733acafca82e68d8f23e3c24;606ea2145dd75eaf247ae1f8dd09c593,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997920/SRR3997920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997920/SRR3997920_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997920/SRR3997920_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997920/SRR3997920_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997920/SRR3997920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997920/SRR3997920_2.fastq.gz,,,,,,,3803245,ce9392d568f8a0c2227d4da103432c38,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997920,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3997920,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997920,M14,,1B3S7,,2017-12-01,SAMN05449974,SRS1600068,BioSample,SAMN05449974,SAHMRI,M14,10090,Mus musculus,house mouse,1B3S7,G1,C57BL/6J,SRS1600068,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G1-mouse14,Model organism or animal,2017-09-28,2017-09-28,
SRR3997922,SRP080894,SAMN05449976,SRS1600070,SRX1998681,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M16,,PAIRED,AMPLICON,GENOMIC,PCR,12736,7572715,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M16,1B6S7_S18_L001_R1_001.fastq.gz,1545440;2431334,088d4da520c2740ffa150d99861f23be;605f256d772c96aad4c6b17d2b6cd923,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997922/SRR3997922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997922/SRR3997922_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997922/SRR3997922_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997922/SRR3997922_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997922/SRR3997922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997922/SRR3997922_2.fastq.gz,,,,,,,4860136,3a2f28b411bfd99fb5d7e7746c83b810,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997922,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3997922,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997922,M16,,1B6S7,,2017-12-01,SAMN05449976,SRS1600070,BioSample,SAMN05449976,SAHMRI,M16,10090,Mus musculus,house mouse,1B6S7,G1,C57BL/6J,SRS1600070,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G1-mouse16,Model organism or animal,2017-09-28,2017-09-28,
